Key,Type,Desc,English,Italian,Verify
Building_62_Description,Text,,Boosts the productivity of nearby bots.,Aumenta la produttività dei Bot vicini.,
Building_62_Name,Text,,Medium Monument,Monumento medio,
Building_62_Plural,Text,,Medium Monuments,Monumenti medi,
Building_62_Worker,Text,,Stackbot,BotImpilatore,
Building_63_Description,Text,,Allows transportation of resources using boats.,Permette il trasporto di risorse tramite barche.,
Building_63_Name,Text,,Large Harbour,Porto grande,
Building_63_Plural,Text,,Large Harbours,Porti grandi,
Building_63_Worker,Text,,Dockbot,BotScaricatore,
Building_65_Description,Text,,Store resources which are not immediately needed.,Conserva risorse che non sono immediatamente necessarie.,
Building_65_Name,Text,,Large Storage Yard,Deposito grande,
Building_65_Plural,Text,,Large Storage Yards,Depositi grandi,
Building_65_Worker,Text,,Stackbot,BotImpilatore,
Building_6_Description,Text,,Allows transportation of resources with trains.,Permette il trasporto di risorse tramite treni.,
Building_6_Name,Text,,Train Station,Stazione dei treni,
Building_6_Plural,Text,,Train Stations,Stazioni dei treni,
Building_6_Worker,Text,,Stationbot,BotCapostazione,
Buildings,Text,,Buildings,Edifici,
BuildingsPanelAllBuildings,Text,,<< All Buildings,<< Tutti gli edifici,
Campaign,Text,,Campaign,Campagna,
Campaign Maps,Text,,Campaign Maps,Mappe Campagna,
Cancel,Text,,Cancel,Annulla,
Casual,Text,Difficulty Level,Casual,Facile,
Change,Text,,Change,Cambia,
Changes to this file have not been published to Steam Workshop.,Text,,Changes to this file have not been published to Steam Workshop.,Le modifiche a questo file non sono state pubblicate nello Steam Workshop.,
Choose Map,Text,,Choose Map,Scegli mappa,
Colony Colour,Text,Select your Colony Colour,Colony Colour,Colore Colonia,
Colony Statistics,Text,,Colony Statistics,Statistiche Colonia,
ColonyStatisticsCurrentProductivity,Text,,Current Productivity,Produttività corrente,
ColonyStatisticsFilterAlerts,Text,,Alerts,Avvisi,
ColonyStatisticsFilterOnTime,Text,,On Time,Puntuale,
ColonyStatisticsFilterType,Text,,Filter:,Filtro:,
ColonyStatisticsFilterWarnings,Text,,Warnings,Avvertimenti,
ColonyStatisticsFiltersOff,Text,,All filters are turned off!,Tutti i filtri sono disattivati!,
ColonyStatisticsIncomeHeader,Text,,Money Income,Reddito,
ColonyStatisticsLateResourcesHeader,Text,,Recent Late Resources,Risorse consegnate in ritardo di recente,
ColonyStatisticsNoMatch,Text,,No recently delivered resources match the filters.,Nessuna risorsa consegnata di recente corrisponde ai filtri.,
ColonyStatisticsProductivityHeader,Text,,Colony Productivity,Produttività della Colonia,
ColonyStatsTooltipBlockedRoadsDesc,Text,,The number of roads where a carrybot is blocked because a road post is full,Il numero di strade in cui un BotTrasportatore è bloccato perché un palo stradale è pieno,
ColonyStatsTooltipBlockedRoadsTitle,Text,,Blocked Roads,Strade bloccate,
ColonyStatsTooltipIncomeRateDesc,Text,,The amount of money earned on average per day over the last month,la quantità di denaro guadagnata in media al giorno nell'ultimo mese,
ColonyStatsTooltipIncomeRateTitle,Text,,Income Rate,Tasso di reddito,
ColonyStatsTooltipProductivityDesc,Text,,The average productivity of all the buildings in your colony,La produttività media di tutti gli edifici della tua colonia,
ColonyStatsTooltipProductivityTitle,Text,,Colony Productivity,Produttività della colonia,
ColonyStatsTooltipResourceDeliveryDesc,Text,,The precentage of resources delivered in the last week that were on time,Percentuale di risorse consegnate puntuali nell'ultima settimana,
ColonyStatsTooltipResourceDeliveryTitle,Text,,Resource Delivery,Consegna delle risorse,
ColonyStatsTooltipResourceProductionDesc,Text,,The combined production rate of all your production buildings,Il tasso di produzione combinato di tutti gli edifici di produzione,
ColonyStatsTooltipResourceProductionTitle,Text,,Colony Resource Production,Produzione di risorse della Colonia,
Construction Hint,Text,A tip when player is in construction mode,Construction Hint,Suggerimento per la costruzione,
Construction Priorities,Text,,Construction Priorities,Priorità di costruzione,
ConstructionBuildingLimit,Text,Info if the player is only allowed to have a certain amount of a building,Building Limit,Limite di costruzione,
ConstructionBuildingLimitHit,Text,,You have reached the maximum allowed!,Hai raggiunto il massimo consentito!,
ConstructionCanMine,Text,Which resources can this building mine,Can Mine:,Puoi estrarre:,
ConstructionCapacity,Text,How many resources can be stored,Capacity,Capacità,
ConstructionCosts,Text,Head of section listing construction costs,Construction,Costruzioni,
ConstructionHintCtrl,Text,,Hold down [Ctrl] and move mouse up and down to raise or lower the building's height,Tieni premuto [Ctrl] e muovi il mouse su e giù per alzare o abbassare l'altezza della costruzione,
ConstructionMilitaryAttack,Text,Building military attacking stats,Military Attack,Attacco militare,
ConstructionMilitaryCannotAttack,Text,,Cannot attack at this level,Impossibile attaccare a questo livello,
ConstructionMilitaryDefence,Text,Building defence stats,Military Defence,Difese militari,
ConstructionRequirements,Text,Technology required to be able to build this building,Requirements,Requisiti,
Create New Map,Text,,Create New Map,Crea una nuova mappa,
Credits,Text,,Credits,Crediti,
Custom Maps,Text,,Custom Maps,Mappe personalizzate,
Difficulty,Text,,Difficulty,Difficoltà,
Edit,Text,Open the map in the map editor,Edit,Modifica,
EffectsVolume,Text,(Sound) Effects Volume,Effects Volume,Volume effetti,
EntPanelHead_0,Text,Title of UI panel,Construction,Costruzione,
EntPanelHead_1,Text,,Production,Produzione,
EntPanelHead_10,Text,,Boats,Barche,
EntPanelHead_100,Text,,Transport Route,Percorsi di trasporto,
EntPanelHead_11,Text,,Expedition,Spedizione,
EntPanelHead_12,Text,,Trains,Treni,
EntPanelHead_13,Text,,Sell Resources,Vendi risorse,
EntPanelHead_14,Text,,<x>,<x>,
EntPanelHead_15,Text,,Buy Resources,Compra risorse,
EntPanelHead_16,Text,,Resource Statistics,Statistiche delle risorse,
EntPanelHead_17,Text,,Military Activity Log,Registro delle attività militari,
EntPanelHead_19,Text,,Production Statistics,Statistiche di produzione,
EntPanelHead_2,Text,,Resources,Risorse,
EntPanelHead_20,Text,,Research Statistics,Statistiche di ricerca,
EntPanelHead_21,Text,,Connections,Connessioni,
EntPanelHead_23,Text,,Resource Import Rules,Regole di importazione delle risorse,
EntPanelHead_22,Text,,Resource Export Rules,Regole di esportazione delle risorse,
EntPanelHead_3,Text,,Military,Militare,
EntPanelHead_30,Text,,Resources,Risorse,
EntPanelHead_31,Text,,Expedition,Spedizione,
EntPanelHead_32,Text,,Boat Instructions,Istruzioni Barca,
EntPanelHead_33,Text,,Transport Route,Percorso di trasporto,
EntPanelHead_4,Text,,Upgrade,Miglioramento,
EntPanelHead_40,Text,,Boatyard Docks,Bacino cantiere navale,
EntPanelHead_5,Text,,Research,Ricerca,
EntPanelHead_50,Text,,Transport Rules,Regole di trasporto,
EntPanelHead_51,Text,,Resources,Risorse,
EntPanelHead_52,Text,,Transport Connections,Connessioni di trasporto,
EntPanelHead_60,Text,,Journey,Viaggio,
EntPanelHead_7,Text,,<x>,<x>,
EntPanelHead_72,Text,,Statistics,Statistiche,
EntPanelHead_8,Text,,Debug,Debug,
EntPanelHead_80,Text,,Info,Informazioni,
EntPanelHead_90,Text,,Info,Informazioni,
EntityBoatyardDockBeginConstruction,Text,,Begin Construction,Inizia costruzione,
EntityBoatyardDockBoatBuilding,Text,,Building {0},Edificio {0},
EntityBoatyardDockBoatCapacity,Text,,Capacity: {0},Capacità: {0},
EntityBoatyardDockBoatDimensions,Text,,"Length: {0}, Breadth: {1}","Lunghezza: {0}, Ampiezza: {1}",
EntityBoatyardDockBoatInfoHeader,Text,,Info,Informazioni,
EntityBoatyardDockBoatReady,Text,,{0} is ready!,{0} è pronto!,
EntityBoatyardDockBoatReadyDesc,Text,,Select the boat and either create a transport route or prepare a colony expedition at a harbour.,Seleziona la barca e crea una rotta di trasporto o prepara una spedizione al porto.,
EntityBoatyardDockBoatSpeed,Text,,Speed: {0},Velocità: {0},
EntityBoatyardDockChangeBoat,Text,,Change Boat,Cambia barca,
EntityBoatyardDockConstructionHeader,Text,,Construction,Costruzione,
EntityBuildingPriorityLayersChangeAction,Text,,Change Tiles ({0}),Cambia caselle ({0}),
EntityBuildingPriorityLayersClearTiles,Text,,Clear Tiles,Cancella caselle,
EntityBuildingPriorityLayersCount,Text,,Tiles selected: {0},Caselle selezionate: {0},
EntityBuildingPriorityLayersDesc,Text,,"Click or click and drag to set tiles.

<hotkey>[Shift]</hotkey> click a tile to unset it.","Clicca o clicca e trascina per selezionare le caselle.

<hotkey>[Shift]</hotkey> + clicca una casella per de-selezionarla.",
EntityBuildingPriorityLayersFinishAction,Text,,Finish,Fine,
EntityBuildingPriorityLayersForestryDesc,Text,,"Set the area in which the treebot can plant trees.

Click or click and drag to set tiles.
<hotkey>[Shift]</hotkey> click a tile to unset it.","Seleziona l'area in cui il BotForestale può piantare alberi. 

Clicca o clicca e trascina per selezionare le caselle.
<hotkey>[Shift]</hotkey> clicca una casella per de-selezionarla.",
EntityBuildingPriorityLayersForestryHeader,Text,,Planting Area,Area di piantagione,
EntityBuildingPriorityLayersLumberjackHutDesc,Text,,"By default lumberbots will chop down the nearest tree but you can override this behaviour by prioritising selected tiles.

Click or click and drag to set tiles.
<hotkey>[Shift]</hotkey> click a tile to unset it.","Di default i BotTaglialegna taglieranno l'albero più vicino, puoi cambiare questo comportamento prioritizzando le caselle selezionate.

Clicca o clicca e trascina per selezionare le caselle.
<hotkey>[Shift]</hotkey> clicca una casella per de-selezionarla.",
EntityBuildingPriorityLayersLumberjackHutHeader,Text,,Priority Chopping Area,Area di taglio prioritario,
EntityBuildingPriorityLayersRoadImproverDesc,Text,,"By default road layer bots will upgrade the nearest road/path tile but you can override this behaviour by prioritising selected tiles.

<hotkey>[Click]</hotkey> and drag to set tiles.
<hotkey>[Shift]</hotkey> + <hotkey>[Click]</hotkey> a tile to unset it.","Di default i BotAsfaltatori miglioreranno la strada/il sentiero più vicino, puoi cambiare questo comportamento prioritizzando le caselle selezionate.

<hotkey>[Click]</hotkey> e trascina per selezionare le caselle.
<hotkey>[Shift]</hotkey> + <hotkey>[Click]</hotkey> una casella per de-selezionarla.",
EntityBuildingPriorityLayersRoadImproverHeader,Text,,Priority Roads/Paths,Strade/Sentieri prioritizzati,
EntityBuildingPriorityLayersSurfaceMineDesc,Text,,"By default minebots will mine the nearest surface deposit of the target resource type but you can override this behaviour by prioritising selected deposits.

<hotkey>[Click]</hotkey> and drag to set tiles.
<hotkey>[Shift]</hotkey> + <hotkey>[Click]</hotkey> a tile to unset it.","Di default i BotMinatori estrarranno minerali dal deposito di superficie più vicino con la risorsa selezionata. Puoi cambiare questo comportamento prioritizzando i depositi delezionati.

<hotkey>[Click]</hotkey> e trascina per selezionare le caselle.
<hotkey>[Shift]</hotkey> + <hotkey>[Click]</hotkey> una casella per de-selezionarla.",
EntityBuildingPriorityLayersSurfaceMineHeader,Text,,Priority Mining Area,Area mineraria prioritaria,
EntityBuildingStructuresAutoPlace,Text,,Auto Place,Auto-Piazza,
EntityBuildingTechResearchSelectResearch,Text,,Select Research,Seleziona ricerca,
EntityBuildingTechResearchStatsIdle,Text,,Researchbot is currently idle.,BotRicercatore è attualmente inattivo.,
EntityBuildingTechResearchStatsViewTypeResearch,Text,,Research,Ricerca,
EntityBuildingTransportConnectionsBoatRoutesHeader,Text,,Boat Routes,Rotte barca,
EntityBuildingTransportConnectionsNoBoatRoutes,Text,,No boat routes,Nessuna rotta per la barca,
EntityBuildingTransportConnectionsNoBuildings,Text,,No direct building connections,Nessun collegamento diretto dell'edificio,
EntityBuildingTransportConnectionsNoRoadPost,Text,,Not connected to a road post!,Non connesso ad un palo stradale!,
EntityBuildingTransportConnectionsNoRoadPostsDesc,Text,,Connect entrance to a road post using roads or paths. Maximum distance is 20 tiles.,Collega l'ingresso ad un palo stradale utilizzando una strada o un sentiero. La distanza massima è 20 caselle.,
EntityBuildingTransportConnectionsRoadPostsHeader,Text,,Road Posts,Incroci,
EntityBuildingTransportRulesIncomingBlacklistDesc,Text,,Resources completely banned from being imported:,Risorse completamente vietate dall'importazione:,
EntityBuildingTransportRulesIncomingBlacklistExcStorageDesc,Text,,Resources banned from being imported unless they're headed for a storage yard:,Risorse vietate dall'importazione a meno che non siano dirette in un deposito:,
EntityBuildingTransportRulesIncomingDesc,Text,,"By default this building imports all resources.
You can manage which resources can be imported by setting up rules.","Per impostazione predefinita, questo edificio importa tutte le risorse. Puoi gestire quali risorse possono essere importate impostando le regole.",
EntityBuildingTransportRulesIncomingWhitelistDesc,Text,,Resources allowed to be imported:,Risorse che possono essere importate:,
EntityBuildingTransportRulesIncomingWhitelistOnlyStorageDesc,Text,,Resources allowed to be imported only if headed to a storage yard:,Risorse autorizzate ad essere esportate solo se dirette verso un deposito:,
EntityBuildingTransportRulesOutgoingBlacklistDesc,Text,,Resources completely banned from being exported:,Risorse completamente vietate dall'esportazione:,
EntityBuildingTransportRulesOutgoingBlacklistExcStorageDesc,Text,,Resources banned from being exported unless they're headed for a storage yard:,Risorse vietate dall'esportazione a meno che non siano dirette verso un deposito:,
EntityBuildingTransportRulesOutgoingDesc,Text,,"By default this building exports all resources.
You can manage which resources can be exported by setting up rules.","Per impostazione predefinita, questo edificio esporta tutte le risorse. Puoi gestire quali risorse possono essere esportate impostando le regole.",
EntityBuildingTransportRulesOutgoingWhitelistDesc,Text,,Resources allowed to be exported:,Risorse autorizzate ad essere esportate:,
EntityBuildingUpgradeConstructionHeader,Text,,Construction,Costruzione,
EntityBuildingUpgradeMilitaryInfoHeader,Text,,Military Info,Informazioni militari,
EntityBuildingUpgradeNeedsHeader,Text,,Needs,Esigenze,
EntityBuildingUpgradeProductionHeader,Text,,Production,Produzione,
EntityBuildingUpgradeRequirementsHeader,Text,,Requirements,Requisiti,
EntityBuildingUpgradeStartUpgrade,Text,,Start Upgrade,Avvia il miglioramento,
EntityInfoAddRule,Text,,Add Rule,Aggiungi regole,
EntityInfoBuildingStorageDestinedEmpty,Text,,There are no resources en route,Non ci sono risorse in arrivo,
EntityInfoBuildingStorageDestinedHeader,Text,,En Route ({0}),In arrivo ({0}),
EntityInfoBuildingStorageHeader,Text,,Storage ({0}),Deposito ({0}),
EntityInfoBuildingStorageIncomingHeader,Text,,Incoming Queue ({0}),Coda in entrata ({0}),
EntityInfoBuildingStorageOutgoingEmpty,Text,,There are no resources waiting for assignment,Non ci sono risorse in attesa di assegnazione,
EntityInfoBuildingStorageOutgoingHeader,Text,,Outgoing Queue ({0}),Coda in uscita ({0}),
EntityInfoBuildingStorageProductionEmpty,Text,,There are no resources waiting to be used,Non ci sono risorse in attesa di essere utilizzate,
EntityInfoBuildingStorageProductionHeader,Text,,Production Queue ({0}),Coda di produzione ({0}),
EntityInfoBuildingStorageTransportIncomingEmpty,Text,,There are no resources waiting to be unloaded,Non ci sono risorse in attesa di essere scaricate,
EntityInfoBuildingStorageTransportOutgoingEmpty,Text,,There are no resources waiting to be loaded,Non ci sono risorse in attesa di essere caricate,
EntityInfoBuildingStorageUnloadingHeader,Text,,Unloading ({0}),Scarico ({0}),
EntityInfoItemSidePanelAddRule,Text,,Add Rule,Aggiungi regola,
EntityInfoItemSidePanelHeader,Text,,Select resources to store,Seleziona le risorse da depositare,
EntityInfoMilitaryChangeTarget,Text,,Change Target,Cambia obiettivo,
EntityInfoMilitaryCollapsingWarning,Text,,This building is collapsing! Start repairs otherwise this building will be lost!,Questo edificio sta crollando! Inizia le riparazioni altrimenti questo edificio andrà perso!,
EntityInfoMilitaryDamage,Text,,Damage:,Danno: ,
EntityInfoSelectBoatHeader,Text,,Select boat to build,Seleziona la barca da costruire,
EntityInfoSelectExpeditionNoHarbours,Text,,You haven't built any harbours yet.,Non hai ancora costruito alcun porto.,
EntityInfoSelectExpeditionPortHeader,Text,,Assign to Expedition,Assegna a spedizione,
EntityInfoSelectExportBuildingHeader,Text,,Select Export Buildings,Seleziona edifici per l'export,
EntityInfoSelectExportBuildingIntro,Text,,Select a building from the list or click on it in the world,Seleziona un edificio dall'elenco o fai clic su un edificio nel mondo,
EntityInfoSelectImportBuildingHeader,Text,,Select Import Buildings,Seleziona edifici per l'import,
EntityInfoSelectMilitaryTargetHeader,Text,,Select target watchtower,Seleziona la torre di guardia,
EntityInfoSelectNaturalResourceHeader,Text,,Select resource to mine,Seleziona la risorsa da estrarre,
EntityInfoSelectResource,Text,,Select resource,Seleziona risorsa,
EntityInfoSelectTreeHeader,Text,,Select tree to plant,Seleziona l'albero da piantare,
EntityInfoSelectVehicleStopHeader,Text,,Add Harbour Stop,Aggiungi fermata porto,
